0, 0, -0.0174533, 0, 0, 0, 0, 0, 15.5768, -1.42799
0, 0, -0.0174533, -0.0993024, -0.00312773, 0.155768, 0, 0, 14.4178, -1.41092
-0.000993024, -3.12773e-05, -0.0158956, -0.191285, -0.00601745, 0.299947, -0.000993024, 0, 13.3149, -1.39332
-0.00290588, -9.14518e-05, -0.0128961, -0.27622, -0.00847532, 0.433096, -0.00290588, 5.98289e-08, 12.2656, -1.37535
-0.00566807, -0.000176205, -0.00856519, -0.354367, -0.0103586, 0.555751, -0.00566807, 3.12437e-07, 11.2674, -1.35714
-0.00921175, -0.000279791, -0.00300768, -0.42598, -0.0115695, 0.668426, -0.00921175, 9.3685e-07, 10.318, -1.3388
-0.0134716, -0.000395486, 0.00367658, -0.491299, -0.0120489, 0.771606, -0.0134716, 2.12871e-06, 9.41484, -1.32044
-0.0183845, -0.000515975, 0.0113926, -0.550554, -0.0117715, 0.865754, -0.0183845, 4.07173e-06, 8.55557, -1.30214
-0.0238901, -0.000633691, 0.0200502, -0.603964, -0.010741, 0.95131, -0.0238901, 6.91245e-06, 7.73792, -1.28398
-0.0299297, -0.000741101, 0.0295633, -0.65174, -0.00898547, 1.02869, -0.0299297, 1.07397e-05, 6.95971, -1.26605
-0.0364471, -0.000830956, 0.0398502, -0.694079, -0.00655335, 1.09829, -0.0364471, 1.55698e-05, 6.21889, -1.24838
-0.0433879, -0.000896489, 0.050833, -0.731175, -0.00350964, 1.16048, -0.0433879, 2.13373e-05, 5.5135, -1.23105
-0.0506997, -0.000931586, 0.0624378, -0.763208, 6.78757e-05, 1.21561, -0.0506997, 2.78922e-05, 4.84173, -1.21408
-0.0583317, -0.000930907, 0.0745939, -0.790354, 0.00409219, 1.26403, -0.0583317, 3.50021e-05, 4.20191, -1.19754
-0.0662353, -0.000889985, 0.0872342, -0.812782, 0.00847036, 1.30605, -0.0662353, 4.23596e-05, 3.59245, -1.18145
-0.0743631, -0.000805282, 0.100295, -0.830652, 0.0131066, 1.34197, -0.0743631, 4.95932e-05, 3.01193, -1.16584
-0.0826696, -0.000674215, 0.113714, -0.844123, 0.0179054, 1.37209, -0.0826696, 5.62823e-05, 2.45903, -1.15072
-0.0911109, -0.000495161, 0.127435, -0.853345, 0.0227735, 1.39668, -0.0911108, 6.19735e-05, 1.93253, -1.13612
-0.0996443, -0.000267426, 0.141402, -0.858467, 0.0276227, 1.41601, -0.0996443, 6.61989e-05, 1.43133, -1.12205
-0.108229, 8.80063e-06, 0.155562, -0.859632, 0.0323711, 1.43032, -0.108229, 6.84947e-05, 0.954441, -1.10851
